Cochrane Review ID,Author(s),Title,Source,Year,Abstract,Issue,Publisher,ISSN,Keywords,DOI,URL,Cochrane Review Group Code
"CD005939","Meher, S; Duley, L","Rest during pregnancy for preventing pre‐eclampsia and its complications in women with normal blood pressure","Cochrane Database of Systematic Reviews","2006",,"2","John Wiley & Sons, Ltd","1465-1858","Bed Rest [*methods]; Blood Pressure; Dietary Supplements; Female; Humans; Pregnancy; Pre‐Eclampsia [*prevention & control]; Randomized Controlled Trials as Topic","10.1002/14651858.CD005939","http://dx.doi.org/10.1002/14651858.CD005939","Pregnancy and Childbirth"
"CD003803","McCarney, RW; Warner, J; Fisher, P; van Haselen, R","Homeopathy for dementia","Cochrane Database of Systematic Reviews","2003",,"1","John Wiley & Sons, Ltd","1465-1858","*Homeopathy; Dementia [*therapy]; Humans","10.1002/14651858.CD003803","http://dx.doi.org/10.1002/14651858.CD003803","Dementia and Cognitive Improvement"
"CD005938.PUB3","Papatsonis, DNM; Flenady, V; Liley, HG","Maintenance therapy with oxytocin antagonists for inhibiting preterm birth after threatened preterm labour","Cochrane Database of Systematic Reviews","2013",,"10","John Wiley & Sons, Ltd","1465-1858","Female; Humans; Obstetric Labor, Premature [prevention & control]; Pregnancy; Premature Birth [*prevention & control]; Randomized Controlled Trials as Topic; Receptors, Oxytocin [*antagonists & inhibitors]; Tocolytic Agents [*therapeutic use]; Vasotocin [*analogs & derivatives, therapeutic use]","10.1002/14651858.CD005938.pub3","http://dx.doi.org/10.1002/14651858.CD005938.pub3","Pregnancy and Childbirth"
"CD005948.PUB2","Osborn, DA; Hunt, R","Prophylactic postnatal thyroid hormones for prevention of morbidity and mortality in preterm infants","Cochrane Database of Systematic Reviews","2007",,"1","John Wiley & Sons, Ltd","1465-1858","Developmental Disabilities [etiology, prevention & control]; Humans; Infant, Newborn; Infant, Premature; Infant, Premature, Diseases [blood, *drug therapy, etiology]; Randomized Controlled Trials as Topic; Thyrotropin [blood]; Thyroxine [blood, *therapeutic use]; Triiodothyronine [agonists]","10.1002/14651858.CD005948.pub2","http://dx.doi.org/10.1002/14651858.CD005948.pub2","Neonatal"
"CD004472.PUB3","Theologou, T; Bashir, M; Rengarajan, A; Khan, O; Spyt, T; Richens, D; Field, M","Pre‐operative intra aortic balloon pumps in patients undergoing coronary artery bypass grafting","Cochrane Database of Systematic Reviews","2011",,"1","John Wiley & Sons, Ltd","1465-1858","*Coronary Artery Bypass [adverse effects, mortality]; *Intra-Aortic Balloon Pumping; Coronary Artery Bypass, Off-Pump; Heart Failure [therapy]; Humans; Postoperative Complications [therapy]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004472.pub3","http://dx.doi.org/10.1002/14651858.CD004472.pub3","Heart"
"CD006910.PUB2","Lawrie, TA; Bryant, A; Cameron, A; Gray, E; Morrison, J","Pegylated liposomal doxorubicin for relapsed epithelial ovarian cancer","Cochrane Database of Systematic Reviews","2013",,"7","John Wiley & Sons, Ltd","1465-1858","Antibiotics, Antineoplastic [adverse effects, *therapeutic use]; Carcinoma, Ovarian Epithelial; Doxorubicin [adverse effects, *analogs & derivatives, therapeutic use]; Female; Humans; Neoplasm Recurrence, Local [*drug therapy]; Neoplasms, Glandular and Epithelial [*drug therapy]; Ovarian Neoplasms [*drug therapy]; Polyethylene Glycols [adverse effects, therapeutic use]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006910.pub2","http://dx.doi.org/10.1002/14651858.CD006910.pub2","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD002272","Lemyre, B; Davis, PG; De Paoli, AG","Nasal intermittent positive pressure ventilation (NIPPV) versus nasal continuous positive airway pressure (NCPAP) for apnea of prematurity","Cochrane Database of Systematic Reviews","2002",,"1","John Wiley & Sons, Ltd","1465-1858","Apnea [*therapy]; Humans; Infant, Newborn; Infant, Premature; Infant, Premature, Diseases [*therapy]; Intermittent Positive‐Pressure Ventilation; Positive‐Pressure Respiration [*methods]; Randomized Controlled Trials as Topic; Recurrence; Xanthines [therapeutic use]","10.1002/14651858.CD002272","http://dx.doi.org/10.1002/14651858.CD002272","Neonatal"
"CD002270","Whitelaw, A; Brion, LP; Kennedy, CR; Odd, D","Diuretic therapy for newborn infants with posthemorrhagic ventricular dilatation","Cochrane Database of Systematic Reviews","2001",,"2","John Wiley & Sons, Ltd","1465-1858","Acetazolamide [*therapeutic use]; Cerebral Hemorrhage [*complications]; Cerebral Ventricles; Dilatation, Pathologic [drug therapy, etiology]; Diuretics [*therapeutic use]; Furosemide [*therapeutic use]; Humans; Hydrocephalus [*drug therapy, etiology]; Infant; Infant, Newborn; Randomized Controlled Trials as Topic; Ventriculoperitoneal Shunt","10.1002/14651858.CD002270","http://dx.doi.org/10.1002/14651858.CD002270","Neonatal"
"CD002273.PUB3","Tan, A; Schulze, AA; O'Donnell, CPF; Davis, PG","Air versus oxygen for resuscitation of infants at birth","Cochrane Database of Systematic Reviews","2005",,"2","John Wiley & Sons, Ltd","1465-1858","*Air; Asphyxia Neonatorum [*therapy]; Bronchopulmonary Dysplasia [epidemiology]; Humans; Infant, Newborn; Oxygen Inhalation Therapy [adverse effects, *methods]; Randomized Controlled Trials as Topic; Resuscitation [*methods]; Retinopathy of Prematurity [epidemiology]","10.1002/14651858.CD002273.pub3","http://dx.doi.org/10.1002/14651858.CD002273.pub3","Neonatal"
"CD002277.PUB4","Gajdos, P; Chevret, S; Toyka, KV","Intravenous immunoglobulin for myasthenia gravis","Cochrane Database of Systematic Reviews","2012",,"12","John Wiley & Sons, Ltd","1465-1858","Chronic Disease; Disease Progression; Humans; Immunoglobulins, Intravenous [*therapeutic use]; Methylprednisolone [therapeutic use]; Myasthenia Gravis [*therapy]; Neuroprotective Agents [therapeutic use]; Plasma Exchange; Randomized Controlled Trials as Topic","10.1002/14651858.CD002277.pub4","http://dx.doi.org/10.1002/14651858.CD002277.pub4","Neuromuscular"
"CD002275","Gajdos, P; Chevret, S; Toyka, KV","Plasma exchange for generalised myasthenia gravis","Cochrane Database of Systematic Reviews","2002",,"4","John Wiley & Sons, Ltd","1465-1858","*Plasma Exchange; Combined Modality Therapy; Glucocorticoids [therapeutic use]; Humans; Myasthenia Gravis [drug therapy, *therapy]; Prednisone [therapeutic use]; Randomized Controlled Trials as Topic; Recurrence","10.1002/14651858.CD002275","http://dx.doi.org/10.1002/14651858.CD002275","Neuromuscular"
"CD000033.PUB2","Roberts, I; Sydenham, E","Barbiturates for acute traumatic brain injury","Cochrane Database of Systematic Reviews","2012",,"12","John Wiley & Sons, Ltd","1465-1858","Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk","10.1002/14651858.CD000033.pub2","http://dx.doi.org/10.1002/14651858.CD000033.pub2","Injuries"
"CD000039.PUB3","Bath, PMW; Krishnan, K","Interventions for deliberately altering blood pressure in acute stroke","Cochrane Database of Systematic Reviews","2014",,"10","John Wiley & Sons, Ltd","1465-1858","Acute Disease; Blood Pressure [*drug effects]; Calcium Channel Blockers [*therapeutic use]; Humans; Hypertension [drug therapy]; Randomized Controlled Trials as Topic; Risk; Stroke [physiopathology, *prevention & control]; Time‐to‐Treatment [statistics & numerical data]; Vasodilator Agents [*therapeutic use]","10.1002/14651858.CD000039.pub3","http://dx.doi.org/10.1002/14651858.CD000039.pub3","Stroke"
"CD000021","Crowther, CA; Middleton, P","Anti‐D administration after childbirth for preventing Rhesus alloimmunisation","Cochrane Database of Systematic Reviews","1997",,"2","John Wiley & Sons, Ltd","1465-1858","Female; Humans; Postpartum Period; Rh Isoimmunization [*prevention & control]; Rho(D) Immune Globulin [*therapeutic use]","10.1002/14651858.CD000021","http://dx.doi.org/10.1002/14651858.CD000021","Pregnancy and Childbirth"
"CD006867","Agarwal, V; Abhijnhan, A; Raviraj, P","Ayurvedic medicine for schizophrenia","Cochrane Database of Systematic Reviews","2007",,"4","John Wiley & Sons, Ltd","1465-1858","*Medicine, Ayurvedic; Antipsychotic Agents [therapeutic use]; Humans; Phytotherapy [*methods]; Randomized Controlled Trials as Topic; Schizophrenia [*drug therapy]","10.1002/14651858.CD006867","http://dx.doi.org/10.1002/14651858.CD006867","Schizophrenia"
"CD001779.PUB2","May, W; Gülmezoglu, AM; Ba‐Thike, K","Antibiotics for incomplete abortion","Cochrane Database of Systematic Reviews","2007",,"4","John Wiley & Sons, Ltd","1465-1858","*Abortion, Incomplete; *Antibiotic Prophylaxis; Bacterial Infections [prevention & control]; Female; Humans; Pregnancy","10.1002/14651858.CD001779.pub2","http://dx.doi.org/10.1002/14651858.CD001779.pub2","Fertility Regulation"
"CD006864","Verhagen, AP; Bierma‐Zeinstra, SMA; Boers, M; Cardoso, JR; Lambeck, J; de Bie, R; de Vet, HCW","Balneotherapy for osteoarthritis","Cochrane Database of Systematic Reviews","2007",,"4","John Wiley & Sons, Ltd","1465-1858","Balneology [*methods]; Humans; Osteoarthritis [*therapy]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006864","http://dx.doi.org/10.1002/14651858.CD006864","Musculoskeletal"
"CD007913.PUB2","Renner, P; Milazzo, S; Liu, JP; Zwahlen, M; Birkmann, J; Horneber, M","Primary prophylactic colony‐stimulating factors for the prevention of chemotherapy‐induced febrile neutropenia in breast cancer patients","Cochrane Database of Systematic Reviews","2012",,"10","John Wiley & Sons, Ltd","1465-1858","Antineoplastic Agents [*adverse effects]; Breast Neoplasms [*drug therapy]; Female; Fever [etiology, mortality, *prevention & control]; Granulocyte Colony‐Stimulating Factor [adverse effects, *therapeutic use]; Granulocyte‐Macrophage Colony‐Stimulating Factor [adverse effects, *therapeutic use]; Humans; Neutropenia [chemically induced, mortality, *prevention & control]; Randomized Controlled Trials as Topic","10.1002/14651858.CD007913.pub2","http://dx.doi.org/10.1002/14651858.CD007913.pub2","Breast Cancer"
"CD006865.PUB2","Roy, YM; Derry, S; Moore, RA","Single dose oral lumiracoxib for postoperative pain in adults","Cochrane Database of Systematic Reviews","2010",,"7","John Wiley & Sons, Ltd","1465-1858","Acute Disease; Administration, Oral; Adult; Cyclooxygenase 2 Inhibitors [*administration & dosage]; Diclofenac [administration & dosage, *analogs & derivatives]; Humans; Pain, Postoperative [*drug therapy]; Randomized Controlled Trials as Topic; Time Factors","10.1002/14651858.CD006865.pub2","http://dx.doi.org/10.1002/14651858.CD006865.pub2","Pain, Palliative and Supportive Care"
"CD004502.PUB2","Koh, G; Budge, D; Butow, P; Renison, B; Woodgate, PG","Audio recordings of consultations with doctors for parents of critically sick babies","Cochrane Database of Systematic Reviews","2005",,"1","John Wiley & Sons, Ltd","1465-1858","*Critical Care; *Intensive Care Units, Neonatal; *Tape Recording; Humans; Infant, Newborn; Parents [*psychology]","10.1002/14651858.CD004502.pub2","http://dx.doi.org/10.1002/14651858.CD004502.pub2","Neonatal"
"CD006861.PUB3","Badve, SV; Beller, EM; Cass, A; Francis, DP; Hawley, C; Macdougall, IC; Perkovic, V; Johnson, DW","Interventions for erythropoietin‐resistant anaemia in dialysis patients","Cochrane Database of Systematic Reviews","2013",,"8","John Wiley & Sons, Ltd","1465-1858","*Renal Dialysis; Anemia [blood, *drug therapy]; Drug Resistance; Erythropoiesis [*drug effects]; Erythropoietin [*administration & dosage]; Hematocrit; Humans; Kidney Failure, Chronic [*complications, therapy]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006861.pub3","http://dx.doi.org/10.1002/14651858.CD006861.pub3","Kidney and Transplant"
"CD006860.PUB2","Mayo‐Wilson, E; Montgomery, P; Dennis, JA","Personal assistance for adults (19‐64) with both physical and intellectual impairments","Cochrane Database of Systematic Reviews","2008",,"2","John Wiley & Sons, Ltd","1465-1858","*Disabled Persons [psychology]; *Personal Health Services; Activities of Daily Living; Adult; Humans; Middle Aged; Patient Satisfaction; Persons with Mental Disabilities [psychology]","10.1002/14651858.CD006860.pub2","http://dx.doi.org/10.1002/14651858.CD006860.pub2","Developmental, Psychosocial and Learning Problems"
"CD007910.PUB2","Kang, A; Nigwekar, SU; Perkovic, V; Kulshrestha, S; Zoungas, S; Navaneethan, SD; Cass, A; Gallagher, MP; Ninomiya, T; Strippoli, GFM; Jardine, MJ","Interventions for lowering plasma homocysteine levels in kidney transplant recipients","Cochrane Database of Systematic Reviews","2015",,"5","John Wiley & Sons, Ltd","1465-1858","*Kidney Transplantation; Cardiovascular Diseases [*mortality]; Cause of Death; Folic Acid [*administration & dosage]; Homocysteine [*blood]; Humans; Randomized Controlled Trials as Topic; Vitamin B Complex [*administration & dosage]","10.1002/14651858.CD007910.pub2","http://dx.doi.org/10.1002/14651858.CD007910.pub2","Kidney and Transplant"
"CD004503.PUB2","Kamlin, COF; Davis, PG","Long versus short inspiratory times in neonates receiving mechanical ventilation","Cochrane Database of Systematic Reviews","2003",,"4","John Wiley & Sons, Ltd","1465-1858","*Inhalation; Humans; Hyaline Membrane Disease [*complications]; Infant, Newborn; Infant, Premature; Intermittent Positive-Pressure Ventilation [*methods]; Randomized Controlled Trials as Topic; Respiratory Insufficiency [etiology, *therapy]; Time Factors","10.1002/14651858.CD004503.pub2","http://dx.doi.org/10.1002/14651858.CD004503.pub2","Neonatal"
"CD006863","Chaturvedi, S; Jones, C","Protein restriction for children with chronic kidney disease","Cochrane Database of Systematic Reviews","2007",,"4","John Wiley & Sons, Ltd","1465-1858","*Diet, Protein‐Restricted; Adolescent; Child; Child, Preschool; Disease Progression; Growth; Humans; Kidney Failure, Chronic [*diet therapy]; Randomized Controlled Trials as Topic; Renal Dialysis","10.1002/14651858.CD006863","http://dx.doi.org/10.1002/14651858.CD006863","Kidney and Transplant"
"CD001776.PUB2","French, R; Sorhaindo, AM; Van Vliet, HAAM; Mansour, DD; Robinson, AA; Logan, S; Helmerhorst, FM; Guillebaud, J; Cowan, FM","Progestogen‐releasing intrauterine systems versus other forms of reversible contraceptives for contraception","Cochrane Database of Systematic Reviews","2004",,"3","John Wiley & Sons, Ltd","1465-1858","*Intrauterine Devices, Medicated [adverse effects]; Contraceptive Agents, Female [*administration & dosage]; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic","10.1002/14651858.CD001776.pub2","http://dx.doi.org/10.1002/14651858.CD001776.pub2","Fertility Regulation"
"CD001775.PUB2","Evans, JR","Ginkgo biloba extract for age‐related macular degeneration","Cochrane Database of Systematic Reviews","2013",,"1","John Wiley & Sons, Ltd","1465-1858","Ginkgo biloba [*chemistry]; Humans; Macular Degeneration [*drug therapy]; Phytotherapy [*methods]; Plant Extracts [*therapeutic use]; Randomized Controlled Trials as Topic","10.1002/14651858.CD001775.pub2","http://dx.doi.org/10.1002/14651858.CD001775.pub2","Eyes and Vision"
"CD001773","Denton, AS; Clarke, N; Maher, J","Non‐surgical interventions for late radiation cystitis in patients who have received radical radiotherapy to the pelvis","Cochrane Database of Systematic Reviews","2002",,"3","John Wiley & Sons, Ltd","1465-1858","Chronic Disease; Cystitis [*therapy]; Humans; Radiation Injuries [*therapy]; Retrospective Studies","10.1002/14651858.CD001773","http://dx.doi.org/10.1002/14651858.CD001773","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD004457.PUB2","Torvaldsen, S; Roberts, CL; Bell, JC; Raynes‐Greenow, CH","Discontinuation of epidural analgesia late in labour for reducing the adverse delivery outcomes associated with epidural analgesia","Cochrane Database of Systematic Reviews","2004",,"4","John Wiley & Sons, Ltd","1465-1858","*Analgesia, Epidural [adverse effects]; *Analgesia, Obstetrical [adverse effects]; *Labor, Obstetric; Delivery, Obstetric [methods]; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic","10.1002/14651858.CD004457.pub2","http://dx.doi.org/10.1002/14651858.CD004457.pub2","Pregnancy and Childbirth"
"CD003846","Mills, JF; Argus, B","Early intravenous nutrition for the prevention of neonatal jaundice","Cochrane Database of Systematic Reviews","2003",,"3","John Wiley & Sons, Ltd","1465-1858","Humans; Infant, Newborn; Jaundice, Neonatal [*prevention & control]; Parenteral Nutrition [*methods]","10.1002/14651858.CD003846","http://dx.doi.org/10.1002/14651858.CD003846","Neonatal"
"CD003844.PUB4","Petrucci, N; De Feo, C","Lung protective ventilation strategy for the acute respiratory distress syndrome","Cochrane Database of Systematic Reviews","2013",,"2","John Wiley & Sons, Ltd","1465-1858","Acute Lung Injury [*mortality, therapy]; Adult; Humans; Randomized Controlled Trials as Topic; Respiration, Artificial [*methods, mortality]; Respiratory Distress Syndrome [*mortality, therapy]; Tidal Volume","10.1002/14651858.CD003844.pub4","http://dx.doi.org/10.1002/14651858.CD003844.pub4","Emergency and Critical Care"
"CD003849","Ziino, AJA; Davies, MW; Davis, PG","Epinephrine for the resuscitation of apparently stillborn or extremely bradycardic newborn infants","Cochrane Database of Systematic Reviews","2002",,"3","John Wiley & Sons, Ltd","1465-1858","Bradycardia [*drug therapy]; Cardiotonic Agents [*therapeutic use]; Epinephrine [*therapeutic use]; Fetal Death [*therapy]; Humans; Infant, Newborn","10.1002/14651858.CD003849","http://dx.doi.org/10.1002/14651858.CD003849","Neonatal"
"CD003848.PUB2","Hunt, R; Davis, PG; Inder, TE","Replacement of estrogens and progestins to prevent morbidity and mortality in preterm infants","Cochrane Database of Systematic Reviews","2004",,"4","John Wiley & Sons, Ltd","1465-1858","Developmental Disabilities [*prevention & control]; Estrogens [*therapeutic use]; Female; Humans; Infant Mortality; Infant, Newborn; Infant, Premature; Progesterone [*therapeutic use]; Progestins [*therapeutic use]; Randomized Controlled Trials as Topic; Respiratory Distress Syndrome, Newborn [mortality]","10.1002/14651858.CD003848.pub2","http://dx.doi.org/10.1002/14651858.CD003848.pub2","Neonatal"
"CD006930.PUB3","Gurusamy, KS; Vaughan, J; Davidson, BR","Low pressure versus standard pressure pneumoperitoneum in laparoscopic cholecystectomy","Cochrane Database of Systematic Reviews","2014",,"3","John Wiley & Sons, Ltd","1465-1858","Carbon Dioxide; Cholecystectomy, Laparoscopic [*methods]; Conversion to Open Surgery; Humans; Length of Stay; Pneumoperitoneum, Artificial [adverse effects, *methods]; Pressure [*adverse effects]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006930.pub3","http://dx.doi.org/10.1002/14651858.CD006930.pub3","Hepato-Biliary"
"CD006938.PUB3","Storrar, J; Hitchens, M; Platt, T; Dorman, S","Droperidol for treatment of nausea and vomiting in palliative care patients","Cochrane Database of Systematic Reviews","2014",,"11","John Wiley & Sons, Ltd","1465-1858","*Palliative Care; Adult; Antiemetics [adverse effects, *therapeutic use]; Droperidol [adverse effects, *therapeutic use]; Humans; Nausea [*drug therapy]; Terminal Care; Vomiting [*drug therapy]","10.1002/14651858.CD006938.pub3","http://dx.doi.org/10.1002/14651858.CD006938.pub3","Pain, Palliative and Supportive Care"
"CD006939.PUB2","Carlos, K; Prado, GF; Teixeira, CDM; Conti, C; de Oliveira, MM; Prado, LBF; Carvalho, LBC","Benzodiazepines for restless legs syndrome","Cochrane Database of Systematic Reviews","2017",,"3","John Wiley & Sons, Ltd","1465-1858","Benzodiazepines [*therapeutic use]; Humans; Restless Legs Syndrome [*drug therapy]","10.1002/14651858.CD006939.pub2","http://dx.doi.org/10.1002/14651858.CD006939.pub2","Movement Disorders"
"CD004452.PUB3","Flenady, V; Reinebrant, HE; Liley, HG; Tambimuttu, EG; Papatsonis, DNM","Oxytocin receptor antagonists for inhibiting preterm labour","Cochrane Database of Systematic Reviews","2014",,"6","John Wiley & Sons, Ltd","1465-1858","Albuterol [therapeutic use]; Female; Humans; Infant, Extremely Low Birth Weight; Infant, Newborn; Obstetric Labor, Premature [*drug therapy]; Oligopeptides [*therapeutic use]; Pregnancy; Randomized Controlled Trials as Topic; Receptors, Oxytocin [*antagonists & inhibitors]; Ritodrine [therapeutic use]; Terbutaline [therapeutic use]; Tocolytic Agents [*therapeutic use]; Vasotocin [*analogs & derivatives, therapeutic use]","10.1002/14651858.CD004452.pub3","http://dx.doi.org/10.1002/14651858.CD004452.pub3","Pregnancy and Childbirth"
"CD005992.PUB3","Frazer, K; Callinan, JE; McHugh, J; van Baarsel, S; Clarke, A; Doherty, K; Kelleher, C","Legislative smoking bans for reducing harms from secondhand smoke exposure, smoking prevalence and tobacco consumption","Cochrane Database of Systematic Reviews","2016",,"2","John Wiley & Sons, Ltd","1465-1858","*Smoking Prevention; Acute Coronary Syndrome [epidemiology]; Asthma [epidemiology]; Cohort Studies; Controlled Before‐After Studies; Humans; Interrupted Time Series Analysis; Myocardial Infarction [epidemiology]; Prevalence; Pulmonary Disease, Chronic Obstructive [epidemiology]; Smoking [*epidemiology, *legislation & jurisprudence]; Tobacco Smoke Pollution [*legislation & jurisprudence, *prevention & control]; Tobacco Use Disorder [mortality, *prevention & control]","10.1002/14651858.CD005992.pub3","http://dx.doi.org/10.1002/14651858.CD005992.pub3","Tobacco Addiction"
"CD005994.PUB2","Hermans, D; Htay, UH; Cooley, SJ","‐Non‐pharmacological interventions for wandering of people with dementia in the domestic setting","Cochrane Database of Systematic Reviews","2007",,"1","John Wiley & Sons, Ltd","1465-1858","Aged; Aged, 80 and over; Confusion [*rehabilitation]; Dementia [*psychology]; Exercise Therapy; Humans; Walking [psychology]","10.1002/14651858.CD005994.pub2","http://dx.doi.org/10.1002/14651858.CD005994.pub2","Dementia and Cognitive Improvement"
"CD006989.PUB2","Nasser, M; Fedorowicz, Z; Aljufairi, H; McKerrow, W","Antihistamines used in addition to topical nasal steroids for intermittent and persistent allergic rhinitis in children","Cochrane Database of Systematic Reviews","2010",,"7","John Wiley & Sons, Ltd","1465-1858","Administration, Intranasal; Administration, Oral; Adrenal Cortex Hormones [*administration & dosage]; Child; Histamine Antagonists [*administration & dosage]; Humans; Randomized Controlled Trials as Topic; Rhinitis, Allergic, Perennial [*drug therapy]; Rhinitis, Allergic, Seasonal [*drug therapy]","10.1002/14651858.CD006989.pub2","http://dx.doi.org/10.1002/14651858.CD006989.pub2","ENT"
"CD005990","Stead, LF; Lancaster, T","Nicobrevin for smoking cessation","Cochrane Database of Systematic Reviews","2006",,"2","John Wiley & Sons, Ltd","1465-1858","*Smoking Cessation; *Smoking Prevention; Humans; Pentanoic Acids [*therapeutic use]; Quinine [*therapeutic use]; Terpenes [*therapeutic use]","10.1002/14651858.CD005990","http://dx.doi.org/10.1002/14651858.CD005990","Tobacco Addiction"
"CD006986.PUB3","Mehndiratta, MM; Pandey, S; Kuntzer, T","Acetylcholinesterase inhibitor treatment for myasthenia gravis","Cochrane Database of Systematic Reviews","2014",,"10","John Wiley & Sons, Ltd","1465-1858","Administration, Intranasal; Cholinesterase Inhibitors [administration & dosage, *therapeutic use]; Humans; Myasthenia Gravis [*drug therapy]; Neostigmine [administration & dosage, *therapeutic use]; Randomized Controlled Trials as Topic","10.1002/14651858.CD006986.pub3","http://dx.doi.org/10.1002/14651858.CD006986.pub3","Neuromuscular"
"CD006982.PUB4","Morag, I; Ohlsson, A","Cycled light in the intensive care unit for preterm and low birth weight infants","Cochrane Database of Systematic Reviews","2016",,"8","John Wiley & Sons, Ltd","1465-1858","*Photoperiod; Age Factors; Body Weight; Humans; Infant; Infant, Low Birth Weight [*growth & development]; Infant, Newborn; Infant, Premature [*growth & development]; Intensive Care Units, Neonatal; Lighting [adverse effects, *methods]; Retinopathy of Prematurity [epidemiology]; Weight Gain","10.1002/14651858.CD006982.pub4","http://dx.doi.org/10.1002/14651858.CD006982.pub4","Neonatal"
"CD006981.PUB2","Young, CA; Ellis, C; Johnson, J; Sathasivam, S; Pih, N","Treatment for sialorrhea (excessive saliva) in people with motor neuron disease/amyotrophic lateral sclerosis","Cochrane Database of Systematic Reviews","2011",,"5","John Wiley & Sons, Ltd","1465-1858","Amyotrophic Lateral Sclerosis [*complications]; Botulinum Toxins [*administration & dosage]; Botulinum Toxins, Type A; Humans; Motor Neuron Disease [complications]; Neuromuscular Agents [*administration & dosage]; Parotid Gland; Randomized Controlled Trials as Topic; Salivation [drug effects]; Sialorrhea [*drug therapy, etiology]; Submandibular Gland","10.1002/14651858.CD006981.pub2","http://dx.doi.org/10.1002/14651858.CD006981.pub2","Neuromuscular"
"CD006279.PUB2","Morgan, AT; Vogel, AP","Intervention for dysarthria associated with acquired brain injury in children and adolescents","Cochrane Database of Systematic Reviews","2008",,"3","John Wiley & Sons, Ltd","1465-1858","*Speech‐Language Pathology; Adolescent; Brain Injuries [*complications]; Child; Dysarthria [etiology, *therapy]; Humans; Language Therapy","10.1002/14651858.CD006279.pub2","http://dx.doi.org/10.1002/14651858.CD006279.pub2","Developmental, Psychosocial and Learning Problems"
"CD011877.PUB2","Moresco, L; Calevo, MG; Baldi, F; Cohen, A; Bruschettini, M","Epinephrine for transient tachypnea of the newborn","Cochrane Database of Systematic Reviews","2016",,"5","John Wiley & Sons, Ltd","1465-1858","Adrenergic beta-Agonists [*therapeutic use]; Epinephrine [*therapeutic use]; Humans; Infant, Newborn; Oxygen Inhalation Therapy [statistics & numerical data]; Randomized Controlled Trials as Topic; Respiration, Artificial [statistics & numerical data]; Transient Tachypnea of the Newborn [*drug therapy]","10.1002/14651858.CD011877.pub2","http://dx.doi.org/10.1002/14651858.CD011877.pub2","Neonatal"
"CD011876.PUB2","Nabhan, AF; Allam, NE; Hamed Abdel‐Aziz Salama, M","Routes of administration of antibiotic prophylaxis for preventing infection after caesarean section","Cochrane Database of Systematic Reviews","2016",,"6","John Wiley & Sons, Ltd","1465-1858","Adult; Antibiotic Prophylaxis [adverse effects, *methods]; Anti‐Bacterial Agents [*administration & dosage]; Cesarean Section [*adverse effects]; Endometritis [*prevention & control]; Female; Fever; Humans; Length of Stay; Pregnancy; Randomized Controlled Trials as Topic; Surgical Wound Infection [*prevention & control]; Therapeutic Irrigation [methods]; Urinary Tract Infections [drug therapy]","10.1002/14651858.CD011876.pub2","http://dx.doi.org/10.1002/14651858.CD011876.pub2","Pregnancy and Childbirth"
"CD003269.PUB2","Westby, MJ; Benson, MK; Gibson, PG","Anticholinergic agents for chronic asthma in adults","Cochrane Database of Systematic Reviews","2004",,"3","John Wiley & Sons, Ltd","1465-1858","Adrenergic beta‐Agonists [therapeutic use]; Adult; Asthma [*drug therapy]; Cholinergic Antagonists [*therapeutic use]; Drug Therapy, Combination; Humans; Randomized Controlled Trials as Topic","10.1002/14651858.CD003269.pub2","http://dx.doi.org/10.1002/14651858.CD003269.pub2","Airways"
"CD006271.PUB3","Murray-Brown, F; Dorman, S","Haloperidol for the treatment of nausea and vomiting in palliative care patients","Cochrane Database of Systematic Reviews","2015",,"11","John Wiley & Sons, Ltd","1465-1858","*Palliative Care; Antiemetics [*therapeutic use]; Diphenhydramine [therapeutic use]; Gels; Haloperidol [*therapeutic use]; Humans; Lorazepam [therapeutic use]; Nausea [*drug therapy]; Randomized Controlled Trials as Topic; Vomiting [*drug therapy]","10.1002/14651858.CD006271.pub3","http://dx.doi.org/10.1002/14651858.CD006271.pub3","Pain, Palliative and Supportive Care"
"CD003275","Dewey, A; Bara, A; Lasserson, TJ; Walters, EH","Chloroquine as a steroid sparing agent for asthma","Cochrane Database of Systematic Reviews","2003",,"4","John Wiley & Sons, Ltd","1465-1858","Adrenal Cortex Hormones [*administration & dosage]; Asthma [*drug therapy]; Chloroquine [*therapeutic use]; Humans; Hydroxychloroquine [therapeutic use]; Randomized Controlled Trials as Topic","10.1002/14651858.CD003275","http://dx.doi.org/10.1002/14651858.CD003275","Airways"
